desagradar desaguar
teclado teclear
teatral teatro
tecer tejido
tecido tejo
teatro techo
taxímetro taxista
tear telecomunicación
tarifário arandela
tato tahalí
tavão tabaquera
taxar tasca
taxação tasar
taxa tasación
tatuar taurino
taurino taxi
tatuagem tatuar
tarântula tardanza
tasca tatarabuelo
tartamudo tartana
tartana tártaro
tartamudez tartamudo
tarde tardío
tardo tarea
tarefa tarifa
tarifa tarjeta
tardio tardo
tapir tapiz
tardança tardar
tardar tarde
taquigrafia taquilla
tara tarántula
taquicardia taquigrafía
tapeçaria tapicero
tapioca tapir
tapeceiro tapioca
tapete tapicería
tapar taquicardia
stábulo estaca
taciturno taco
tamanho tamarindo
tangente tangible
tango tañimiento
tanque tanto
tanto tapa
tangível tango
tanger tanga
tangimento tanque
tamis tamizar
tampouco tan
tanga tangente
tampão taponar
tampa tapar
tampar tapete
tamisar tampoco
tamborete tacañería
também tambor
tamarindo también
tambor tamiz
talhar tajo
talo talón
talude tamaño
talim tajar
talismã talla
talho tal
tala talabarte
taleigo talento
talentoso talismán
talha talle
talento talentoso
talar talco
talco talego
talabarte taladrar
tacômetro táctica
tal tala
taco tacómetro
tabasco taberna
tabuleiro tablilla
tacha tachar
tachar tácito
tacanharia tacaño
tacanho tacha
tabuleta tabú
tabique tabla
tabuado tablero
tabular taburete
tablado tablazón
tabu tabular
tabi tabicar
tabicar tabique
taberneiro tabí
tabernáculo tabernero
taberna tabernáculo
sôfago esotérico
tabaqueira tabaquería
tabaqueiro tabaco
tabaco tábano
tabagismo tabasco
tabacaria tabaquismo
stável establecer
stímulo estío
stúdio estufa
stúpido estupor
stômago estorbar
stética estiaje
stéril esterilidad
stática estático
stático estatua
státua estatura
stádio estado
stirpe estomacal
stremecer estrenar
strutura estructurar
studar estudio
stupendo estupidez
stupor etapa
stuário estudiante
stupidez estúpido
stufa estupefacto
strépito estricto
studante estudiar
struturar estruendo
strito estridente
strofe estructura
strondo estuario
stridente estrofa
stratégia estrato
streiteza estrecho
strela estremecer
streito estrella
streitar estrechez
strear estrépito
strabismo estratagema
stratagema estrategia
strato estrechar
strada carruaje
strangeiro extraordinario
storvar estorbo
storvo estornudar
stomacal estómago
stação estadio
sterilizar estertor
stilo estimar
stio estipular
stipular estirpe
stimar estímulo
stiagem estiércol
stigma estilo
stertor estética
stepe estéril
sterilidade esterilizar
sterco estigma
ste este
stender extensión
stacionar aparecer
stampido estancar
star estática
statura estatuto
statuto este
stanho estar
stancar estaño
stalagmite estallar
stalido estampido
stalar estallido
stalactite estalagmita
stado estalactita
ssência esfera
stabilizar estable
stacionamento aparcar
staca estación
stabelecimento establo
stabilidade estabilizar
stabelecer establecimiento
squina esquivar
squivar estabilidad
ssencial sustentación
squimó esquina
rígido frío
spancar apañar
spiar espinaca
sporte depositar
spécie especificar
squema esquí
squiar esquife
squife esquimal
squi esquiar
squerdo sino
squecer olvido
squecimento omisión
spírito espiritual
sposo espuela
spuma espumoso
spumoso esquema
spremer expulsar
sposar esposas
sporádico esposar
spião espiar
spontaneidade espontáneo
spontâneo esporádico
spora espuma
sponja esponjoso
sponjoso espontaneidad
splendor esponja
splanada explicación
spiritual esplendor
spirrar estornudo
spirro estrabismo
spionagem espiral
spiral espirar
spinafre espionaje
spinha granular
speculação especulador
spessar espeso
spetacular espectáculo
spetáculo espectador
spesso espesura
spessura espía
sperança esperar
sperar espesar
spelho espera
spera esperanza
specífico espectacular
specialista especialización
specificar específico
speculador especular
specular espejo
spectador especulación
specialização especializar
specializar especie
sparadrapo esparcir
spaço espada
specialidade especialista
special especialidad
spargir espárrago
spasmódico especial
spantar espanto
spantoso esparadrapo
spanto espantoso
spantalho espantapájaros
spanhol espantajo
sfera esférico
smalte esmeralda
sotérico espacial
spada espadachín
spadachim espalda
spanador plural
spacial espacio
smerar esmero
smero esófago
smola limpiar
smeralda esmerar
sforço esgrima
sgrima esgrimir
sgrimir esmalte
sférico esfinge
sfregar freir
sfolar desorden
sforçar esfuerzo
sfinge esforzar
scavar exceder
scurecer obscuridad
scusa excusar
scusar exento
scuridão obsequiar
scavação excavar
scritório oficio
ródio roedor
rômbico romería
sborrifar rocín
sboço crótalo
rústico ruta
rótulo rotundo
rótula rotular
rívolo frondoso
rítmico ritmo
romã grande
rua calleja
ruir desabotonar
rágil fragilidad
régua reglamentación
réprobo reprochar
réu reparación
rês resaltar
réptil repudiar
réplica replicar
rédito rédito
régio región
rápido rápido
rédea riesgo
rustração frustrar
rutífero fructificar
rábano rabanete
ráfaga rajada
ruína ruinar
rvilha guitarra
ruído ruidoso
rutificar frugal
ruto fuego
ruta fruto
rupestre ruptura
rural ruso
rustrar fruta
russo rústico
ruptura rural
rum roncar
rumo rumor
rumor rupestre
rumba rumbo
ruição fruncir
ruiva rubicundo
rudeza rudo
rugosidade rugoso
ruibarbo ruido
ruidoso ruin
ruim ruina
rugoso ruibarbo
rugal frugalidad
rugido rugir
rugir rugosidad
rugalidade fruición
ruela calma
rufião rugido
rubrica rubricar
rubéola rubí
rudez rudeza
rude rueca
rubricar rubro
rubro ruda
rubor ruborizar
ruborizar rúbrica
rubicundo rubio
rublo rubor
rubi rubia
roubar roble
rouquidão ronquido
roçado rozadura
roçadura rocha
roçar rubéola
roça rozado
rouxinol ruleta
roupa ropaje
roupagem ropero
roupeiro rosa
rouco ronda
roubo robot
rosário rosca
rotor rótula
rotular rótulo
rotundo roza
rotatório rotor
rotação rotativo
rotina sábado
rotativo rotatorio
rota rutina
rosa rosado
roseira rosario
rosquinha rostro
rosto rotación
roseta rosquilla
rosado rosal
rosca roscar
ronda rondar
rondoso frotar
ronronar ropa
rondar ronquera
roncar ronco
ronco ronronear
robustecer robustecimiento
romana romance
romano romántico
românico romano
romântico rómbico
romeiro romper
romper ron
romaria romero
romanceiro romanesco
romanesco románico
romance romancero
rodapé rodar
rogar rojo
rolar rodear
roliço romana
rolo rumba
roleta rulo
rol rolar
rodela rodapié
roedura roer
roer rogar
roedor roedura
rodear rodeo
rodeio rodilla
rociada rociar
rocinante rocío
rodada rodaja
roda rufián
rocim rocinante
robótica robustecer
roca roce
rochoso rodada
robô robótica
robustez robusto
robusto roca
robustecimento robustez
ritar frenar
rivolidade frívolo
robledo robo
rixa reyezuelo
ritual rival
rivalidade rivalizar
rivalizar rivera
rival rivalidad
ritmo rito
rito ritual
ritmar rítmico
rimar rimbombo
riorento frisar
risar frivolidad
riso risueño
risonho ritmar
risco rifa
riqueza risa
rir reiterar
ripa riqueza
rio friolero
rinoceronte riñón
rigoroso rima
rima rimar
rim río
rigor rigoroso
rigir soja
padrasto padre
qualidade cálido
reqüência frecuentador
retábulo retardado
revisar revisión
revolução revolucionar
riccionar frigidez
ridículo riego
rifar rifle
rifle rigidez
rigideira sastre
rifa rifar
rieira saber
ricção friccionar
ridicularizar ridículo
rico ridiculizar
rezar rezo
ribeirinho rico
ribombo riña
ribeiro robar
ribeira ribereño
revólver revolver
reza ría
revolver revuelto
reviver revocación
revoltoso revolución
revolucionário revólver
revolucionar revolucionario
revogação revocar
revolto rey
revogar revoltoso
revisão revisor
revitalização revitalizar
revitalizar revivir
revisor revista
revista revitalización
revelação revelar
reversível revertir
revestimento revestir
revestir revisar
reverência reverenciar
reverter revés
reverberar reverencia
reverenciar reversible
reverso revestimiento
rever reverberar
revender revenir
reunião reunir
revalorizar revaluar
revelar revender
revanche revelación
revalidação revalidar
revalidar revalorizar
reumatismo reumático
reunir revalidación
reumático reumatismo
retórico retornar
retórica retórico
restinga marítimo
reter reticencia
retorno retractación
retribuição retribuir
retrocesso retrógrado
retrógrado retrovisor
retumbar reúma
retrovisor retumbar
retroceder retroceso
retratar retraer
retrato retrete
retribuir retroceder
retratação retractar
retransmissão retransmitir
retransmitir retrasado
retrair retransmisión
retocar retoño
retorcer retórica
retornar retorno
retoque retorcer
retirada retiro
retiro reto
reticência reticente
retina retirada
reticente retina
resvalar rescatar
retardar retazo
retenção retener
resíduo resignación
retalho retención
restrição restrictivo
resultar resumen
resumo resumir
resvaladiço resbalar
resumir resurgimiento
resultado resultar
resto restricción
restritivo restringente
restringente resucitar
restituição restituir
restituir resto
resistência resistente
ressaltar resarcimiento
restabelecimento restante
restar restauración
restaurar restinga
restauração restaurante
restaurante restaurar
restante restar
ressonância resonar
ressuscitar resuelto
restabelecer restablecimiento
ressurgir resurrección
ressurreição retablo
ressurgimento resurgir
ressarcir resbaladizo
ressoar respectivo
ressarcimento resarcir
resplandecer resplandecimiento
responsabilizar responsable
responsável responso
resposta resquicio
resquício restablecer
responso respuesta
resplendor responder
responder responsabilizar
resplandecimento resplandor
resolver resonancia
respingo respiración
respiração respirar
respiro resplandecer
respirar respiro
respeitar respigar
respigar respingo
respectivo respetar
resolutivo resolver
resolução resolutivo
resoluto resultado
resma resolución
resgate rescindir
residência residencial
resistente resistir
resistir resma
resignação resignar
resina resistencia
resignar resina
residir residual
residual residuo
resguardo residencia
residencial residir
resguardar resguardo
rescura fricción
resfriado resfriamiento
resfriar resguardar
resgatar rescate
resfriamento resfriar
reserva reservar
reservar resfriado
resenha reserva
resco frescor
rescor frescura
rescindir rescisión
rescisão reseña
recife arreglado
regular arreglo
remédio remitente
repentino repertorio
reprovável reprobación
repulsar repulsión
reqüentador frecuentar
reqüentar frecuente
reqüente fregar
reputação reputar
requerer res
requerimento requerir
repórter reposar
repulsão repulsivo
reputar requerimiento
repulsivo reputación
repugnância repugnar
repulsa repulsar
repudiar repugnancia
repugnar repulsa
repto retocar
repreender represalia
reprimir reprobable
reprovar réprobo
reprovação reprobar
reproduzir reproductor
reprodutor reptil
represália representante
reprimenda reprimir
representar represión
repressão reprimenda
representante representar
repolho reponer
repousar reposición
repouso repostería
reportagem reportero
reposição reposo
repor reportaje
repleto réplica
replicar repollo
repetir repleto
repetição repetir
repertório repetición
rentabilidade rentable
reparo repartir
repelir repente
repente repentino
repatriação repelente
repelente repeler
repartir repatriación
reparar reparo
reparação reparar
renunciar reo
renúncia renunciar
rentável renuncia
rendição rendir
renovar renta
renovação renovar
renhir reno
renome renovación
renesi freno
renascimento renal
render reñir
renda rentabilidad
renal rencor
renascer renacimiento
rena renombre
relevância relevante
relâmpago relativo
remorso remoto
remover remozar
remunerar renacer
remuneração remunerar
remoçar remplazar
remoto remover
remediar remedio
remeter remo
remo remolcar
remetente remitir
remanso remar
remar remediar
relógio relojería
relojoaria relojero
reluzente relucir
reluzir reluctancia
relutante remanso
relutância reluctante
relojoeiro reluciente
religião religioso
relinchar rellenar
religioso relinchar
reio frente
relação relacionar
relevante relevar
relevar relieve
relevo religión
relegar relevancia
relacionar relajar
relato relegar
relaxar relámpago
relativo relato
reizinho rezar
rejuvenescer relación
reiterar reja
rei frecuencia
reincidir reino
reincidência reincidente
reino reír
reinar reincidencia
reincidente reincidir
reinado reinar
regurgitação rehabilitación
regularizar regurgitación
reducto reduto
refrigeração refrigerador
regicídio régimen
região regional
regressar regresión
regulado arreglar
regulamentação reglamentar
regulamento reglar
regulamentar reglamento
regressão regreso
regresso regular
regra arremangar
regrar regocijar
regozijar regocijo
regozijo regresar
regional regionalismo
registrar registro
registro regla
regionalismo regir
regime regio
regalia regalo
regenerar regente
reger registrar
regicida regicidio
regente regicida
regato ribera
regaço regenerar
regata regazo
refugiar refugio
refém rehogar
refúgio refutar
rega riel
refutar regalar
refrão refrescar
refrigério refuerzo
reflejo reflexión
reformar refrán
refresco refriega
refrigerador refrigerar
refrigerar refrigerio
refrega refrigeración
refrescar refresco
reforço refugiar
reflexão reflexionar
refogar rehusar
reforma reformar
refluxo reforma
reflexivo reflujo
refletir reflexivo
reemplazo ubstituição
referente referente
reflejar refletir
refinería refinaria
refazer rehén
referencia referência
reencarnación reencarnação
reencontro rendición
reembolsar reembolsar
reemplazar ubstituir
reembolso reembolso
redundar redundar
redundancia redundância
recto reto
redacción redação
redimir redimir
redondo redondo
reducir reduzir
reducción redução
redoble redobramento
redoblar redobrar
redención redenção
redil redil
redentor redentor
redactor redator
redemoinho remolque
redactar redigir
recurrir recorrer
recíproco recíproco
red rede
recóndito recôndito
recurso recurso
recusar recusar
recular recuar
recuperar recuperar
rectángulo retângulo
recuerdo recordação
rector reitor
reconquista reconquista
recordar recordar
recorte recorte
rectangular retangular
rectificar retificar
recriminação reproducir
recortar recortar
recorrer recorrer
reconstruir reconstruir
recordación recordação
reconsiderar reconsiderar
reconstituir reconstituir
reconquistar reconquistar
recodo cotovelo
recompensa recompensa
reconciliar reconciliar
reconocer reconhecer
recomponer recompor
reconciliación reconciliação
recompensar recompensar
recomendació recomendação
recomendar recomendar
recogimiento recolhimento
recomendable recomendável
recoger recolher
reclamar reclamar
recluta recruta
reclutar recrutar
reclusión reclusão
recluso recluso
reclinar reclinar
recién recém
reclamación reclamação
recipiente recipiente
reciprocidad reciprocidade
recinto recinto
rangente crujir
ração fraccionar
rebaño rebanho
recepcionista recepcionista
rechazar rechaçar
recibimiento recebimento
recibo recibo
reciente recente
recibir receber
rechazo rejeição
rechear relleno
receta receita
recetar receitar
recesión recessão
receso recesso
recepción recepção
recargar recarregar
recaudar arrecadar
recelar recear
recelo receio
recaída recaída
